0.800863	0.540094	-0.519096
1.005474	0.569394	-0.114758
0.919527	0.161149	0.592834
0.61432	-0.065436	0.7491
0.525444	-0.010255	0.802328
0.832604	0.077645	0.74324
1.153926	0.197774	0.033695
0.780841	0.185566	-0.75789
0.091806	0.026858	-0.884856
-0.228539	0.067878	-0.818443
-0.691965	-0.195332	-0.748612
-1.014752	-0.03516	-0.151383
-1.04161	0.010255	0.084481
-0.841394	0.083016	0.76375
-0.501516	0.010255	0.770098
-0.563046	0.235376	0.854579
-0.745682	0.216331	0.308137
-0.921481	0.167498	0.221702
-0.64069	-0.084481	-0.186542
-0.279325	-0.512748	-1.170041
0.107921	-0.350133	-0.700267
0.040531	-0.195821	-0.735915
0.490284	-0.363318	-0.761796
0.875578	0.345738	1.318494
0.791096	-0.213401	0.452683
0.281279	-0.274442	0.971779
-0.105968	-0.079598	1.043563
-0.250026	0.254909	0.907807
-0.481494	0.160661	0.928806
-0.402873	-0.126966	0.884368
-0.407756	-0.424848	0.870206
-0.408733	-0.37162	1.010357
-0.43022	-0.4478	0.712963
-0.600647	-0.64362	0.597229
-0.791096	-0.602601	0.369178
